,Overall,Potential,Age,Height(in cm),Weight(in kg),Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Curve,Acceleration,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Aggression,Vision,Penalties,Composure, GoalkeeperKicking,Nationality,Preferred Foot
8670,66,74,21,171,67,2,2,1,67,46,50,63,62,49,73,41,36,44,53,69,71,69,72,57,61,70,42,39,44,37,52,7,Uruguay,Left
8671,66,81,18,193,89,2,1,1,69,62,62,65,41,65,14,7,11,25,10,44,39,67,35,47,50,34,63,39,50,12,48,62,United States,Right
8672,66,66,28,178,70,3,2,1,67,38,58,63,66,68,62,44,70,63,42,67,69,63,70,40,81,70,69,58,53,35,55,10,England,Left
8673,66,66,32,188,88,3,2,1,52,65,56,61,36,75,45,67,74,60,64,50,58,64,54,69,76,62,85,67,64,57,70,12,United States,Right
8674,66,76,22,172,73,3,2,1,73,63,50,68,32,68,45,65,68,59,44,76,73,62,81,68,67,67,74,56,55,61,74,8,Argentina,Right
8675,66,71,25,178,67,3,2,1,70,49,64,60,61,65,66,40,60,66,70,69,73,60,73,64,65,79,59,63,58,45,47,6,Spain,Right
8676,66,66,30,183,77,4,3,1,67,45,60,63,64,69,62,39,61,61,55,66,63,61,66,57,67,69,70,66,58,38,62,14,Puerto Rico,Right
8677,66,77,20,195,79,3,2,1,58,51,61,66,61,71,48,52,52,67,58,57,67,64,60,51,65,73,70,70,64,43,70,12,France,Left
8678,66,66,31,185,73,3,1,1,64,66,64,66,30,67,23,10,33,16,13,33,23,61,46,48,70,23,49,20,27,50,35,64,Bolivia,Right
8679,66,66,36,183,73,2,2,1,70,40,46,58,66,75,49,46,60,50,24,66,58,61,61,38,74,72,77,75,43,30,57,6,China PR,Right
8680,66,69,25,182,72,3,2,1,76,68,58,67,30,62,57,67,55,62,42,78,74,63,72,74,59,77,64,38,61,56,60,9,Cameroon,Right
8681,66,77,22,175,71,2,3,1,71,56,66,68,60,69,62,55,48,70,64,69,81,65,77,62,68,75,67,65,66,45,67,11,Wales,Right
8682,66,66,32,172,74,3,2,1,69,66,63,66,60,65,53,67,49,67,52,70,70,65,73,74,57,71,66,59,66,51,59,6,Ecuador,Right
8683,66,66,29,180,73,3,2,1,68,42,52,58,61,67,62,45,55,55,50,71,53,60,68,37,61,81,62,63,43,68,51,7,Argentina,Left
8684,66,72,23,186,76,3,2,1,70,64,64,65,60,72,60,60,59,68,48,69,71,66,70,72,72,81,69,67,66,50,69,7,Germany,Left
8685,66,66,30,180,69,4,2,1,44,39,60,66,59,67,42,22,54,69,49,54,56,65,71,64,68,81,57,73,68,31,56,9,Italy,Left
8686,66,67,27,185,69,3,3,1,69,62,64,67,55,63,56,61,49,68,58,71,71,64,67,64,47,84,58,55,67,66,67,13,Scotland,Left
8687,66,67,28,188,76,2,2,1,57,30,51,57,66,71,48,26,68,56,51,56,61,64,63,35,78,68,75,63,48,49,59,9,Scotland,Left
8688,66,83,18,176,66,3,3,1,75,59,60,71,35,47,52,63,39,64,60,79,82,63,87,58,51,61,40,47,66,61,64,10,Norway,Right
8689,66,73,22,170,65,3,2,1,77,48,58,68,57,66,62,38,38,60,53,82,80,58,83,63,69,77,60,68,56,48,53,8,France,Left
8690,66,80,20,183,73,3,3,1,80,62,62,67,29,52,60,62,43,65,61,83,74,55,74,70,34,57,61,30,64,60,68,13,Ecuador,Right
8691,66,77,22,175,84,3,2,1,65,69,54,62,25,67,36,71,65,69,33,64,60,65,64,66,80,63,72,58,60,69,48,7,Paraguay,Right
8692,66,72,22,179,75,3,2,1,74,38,54,64,63,65,60,38,54,59,42,73,69,63,67,39,71,71,66,54,50,35,53,5,England,Right
8693,66,66,32,177,74,3,3,1,55,68,61,68,40,67,53,69,61,66,65,51,74,62,73,68,78,72,65,63,62,62,70,14,Serbia,Right
8694,66,66,28,188,70,3,3,1,62,63,63,60,63,76,57,60,65,66,61,61,62,65,64,72,71,78,75,75,61,51,64,12,Romania,Left
8695,66,66,31,176,60,3,4,1,66,58,68,70,30,55,70,53,37,70,66,65,73,59,72,65,33,53,61,50,68,59,59,7,Colombia,Left
8696,66,66,29,195,88,2,2,1,46,42,49,47,67,74,42,40,67,60,28,43,34,63,37,60,40,72,82,63,44,35,54,6,Denmark,Right
8697,66,70,24,186,77,2,2,1,57,34,47,46,66,69,35,33,70,61,26,56,46,63,55,35,73,70,70,66,35,53,48,10,Uruguay,Left
8698,66,71,23,187,78,2,2,1,63,29,40,50,68,63,34,26,67,51,33,59,48,59,57,35,74,55,68,57,33,45,51,10,Brazil,Right
8699,66,81,20,183,66,3,2,1,77,44,57,64,62,69,63,38,57,61,56,75,72,53,74,60,73,73,68,66,54,35,58,9,Scotland,Right
8700,66,80,20,188,86,5,2,1,59,47,64,67,59,72,53,46,45,69,50,64,65,65,69,53,62,74,83,43,70,41,65,10,United States,Right
8701,66,66,30,188,81,3,1,1,66,65,66,66,25,65,14,7,14,28,10,32,35,57,33,50,50,22,69,22,41,10,28,66,Ukraine,Right
8702,66,73,24,188,79,3,2,1,65,36,42,45,67,67,33,34,60,58,29,63,47,66,52,55,73,68,70,58,33,44,54,14,Brazil,Right
8703,66,78,19,178,69,3,3,1,74,50,58,66,60,68,61,45,58,60,42,74,72,58,74,59,69,79,63,64,58,47,56,8,Austria,Right
8704,66,66,30,191,75,3,2,1,53,33,44,53,65,73,17,25,66,61,26,55,57,62,55,60,79,65,75,74,40,21,68,16,England,Right
8705,66,70,25,178,73,3,3,1,69,65,55,65,30,69,52,66,65,62,59,71,69,62,68,65,69,72,71,62,50,66,63,11,Japan,Right
8706,66,79,18,174,60,4,3,1,78,50,59,75,25,51,58,50,42,64,62,80,84,60,74,57,55,62,44,54,62,45,62,15,Netherlands,Right
8707,66,66,32,177,86,3,3,1,41,61,66,62,59,85,63,54,55,68,68,49,49,62,59,72,57,80,90,86,68,72,58,9,Chile,Right
8708,66,77,22,182,77,4,3,1,76,65,58,68,28,62,51,66,65,61,55,77,72,63,67,68,73,69,62,48,68,69,61,6,Portugal,Right
8709,66,66,31,177,74,2,2,1,74,32,48,61,64,68,58,25,46,58,41,74,72,67,70,39,57,58,75,64,33,35,65,6,China PR,Left
8710,66,68,25,183,73,4,3,1,82,64,52,66,39,78,49,66,61,58,49,83,81,65,76,64,79,85,82,59,53,58,58,9,Nigeria,Right
8711,66,66,32,188,82,3,2,1,78,56,61,64,62,79,63,49,53,63,48,71,65,57,49,73,63,69,89,71,58,62,62,11,Germany,Left
8712,66,66,28,181,74,3,3,1,72,59,64,73,54,61,60,56,56,69,63,78,81,68,75,65,64,73,59,51,66,55,67,10,Germany,Right
8713,66,66,28,191,79,2,2,1,55,65,45,59,34,81,31,68,72,53,47,58,52,66,48,71,74,76,86,74,45,65,56,15,England,Right
8714,66,73,22,192,85,3,2,1,63,29,45,47,65,79,28,31,65,59,21,71,47,62,49,36,79,76,84,68,42,25,50,5,England,Right
8715,66,72,23,175,65,3,3,1,85,58,61,69,27,51,58,58,40,61,62,83,91,65,87,61,49,61,50,41,65,55,53,7,Congo DR,Left
8716,66,73,24,183,76,3,2,1,53,26,46,48,66,68,30,24,63,66,26,54,34,61,63,31,85,55,76,60,33,33,58,10,Spain,Right
8717,66,73,22,182,80,2,2,1,68,41,57,63,63,72,49,32,52,65,43,69,63,63,55,60,61,72,73,71,53,43,54,8,Brazil,Right
8718,66,74,21,170,74,3,3,1,76,59,62,67,52,56,63,57,55,65,56,74,70,60,65,63,55,63,58,44,61,61,59,15,Panama,Left
8719,66,66,30,188,80,2,2,1,67,37,41,48,64,75,24,33,56,55,23,67,61,63,69,57,78,64,84,66,32,52,47,13,Serbia,Left
8720,66,75,23,176,70,2,2,1,67,36,52,57,67,62,40,38,66,66,39,69,60,63,72,41,72,51,66,64,43,45,59,10,France,Right
8721,66,69,25,196,92,2,2,1,33,30,45,44,66,81,32,26,69,58,32,34,33,61,32,41,52,79,91,65,31,45,63,11,England,Right
8722,66,70,23,173,69,2,3,1,73,58,63,68,37,59,61,60,47,64,68,74,82,64,81,57,83,70,60,37,66,52,59,11,Norway,Right
8723,66,66,29,178,74,3,3,1,73,61,64,66,59,75,64,60,54,68,60,74,78,58,78,63,82,90,71,62,61,56,64,11,Northern Ireland,Right
8724,66,66,26,185,64,3,2,1,66,57,63,64,61,78,59,59,51,68,50,64,63,63,58,58,76,88,72,83,63,52,59,8,Scotland,Right
8725,66,67,26,194,81,3,2,1,46,37,47,47,65,78,40,38,65,58,31,43,38,62,41,45,78,70,85,68,37,43,60,14,Australia,Left
8726,66,75,22,165,64,2,3,1,77,59,58,69,30,46,63,61,44,63,56,79,76,60,86,68,46,67,42,31,54,67,49,6,Argentina,Right
8727,66,70,25,198,94,3,1,1,65,67,53,71,35,69,11,9,10,23,10,36,24,52,30,40,49,26,59,22,24,18,37,53,Germany,Right
8728,66,68,25,176,74,3,2,1,79,48,58,65,61,60,62,37,53,61,57,78,68,58,75,70,67,70,56,57,55,37,59,7,Finland,Left
8729,66,66,28,180,76,3,2,1,72,49,58,62,61,71,62,47,62,63,52,70,71,60,66,64,72,77,70,68,48,38,60,13,Benin,Left
8730,66,72,24,179,63,4,3,1,88,56,56,69,31,44,62,57,33,59,57,87,85,61,80,63,42,58,38,40,62,50,63,8,Norway,Right
8731,66,76,22,175,60,3,3,1,65,41,54,58,66,55,61,40,65,58,42,66,52,58,79,40,57,63,50,55,49,47,48,13,Portugal,Right
8732,66,66,29,170,70,3,4,1,82,59,64,69,33,58,65,57,51,64,69,83,90,59,90,62,81,75,55,40,66,59,62,15,Republic of Ireland,Right
8733,66,66,31,179,70,2,3,1,63,48,62,64,63,67,66,41,54,65,60,64,64,62,69,59,59,72,70,56,60,42,64,8,Denmark,Left
8734,66,73,22,180,71,3,2,1,78,57,61,69,50,60,68,57,50,62,71,77,74,56,72,70,59,60,61,59,56,47,59,6,Turkey,Right
8735,66,66,33,193,88,3,2,1,58,35,51,53,66,75,55,32,65,59,41,52,44,62,33,51,66,70,81,68,43,32,60,11,Saint Kitts and Nevis,Right
8736,66,68,27,186,77,2,2,1,46,30,50,52,67,70,32,24,69,66,25,43,65,63,66,53,60,69,75,59,45,30,60,9,Japan,Right
8737,66,86,19,175,67,3,3,1,79,58,57,72,28,45,57,64,38,60,45,83,83,49,76,62,46,60,43,31,63,64,58,14,Brazil,Left
8738,66,71,25,174,72,3,3,1,78,65,59,67,19,65,58,65,60,62,59,76,79,66,78,65,76,71,66,53,55,61,62,6,Spain,Left
8739,66,73,22,175,73,3,2,1,78,29,58,66,60,68,64,22,53,64,40,82,78,60,81,42,78,74,64,70,49,38,60,14,Belgium,Left
8740,66,71,25,191,85,3,1,1,68,66,65,67,30,65,14,14,12,30,15,26,34,53,34,49,42,27,63,20,37,27,31,65,England,Right
8741,66,66,30,184,74,3,3,1,75,59,61,66,34,60,61,57,57,60,63,76,77,67,66,63,65,71,56,56,65,56,58,12,Greece,Right
8742,66,67,26,177,67,3,3,1,69,62,61,66,36,68,54,63,60,66,48,68,70,68,80,68,75,82,61,65,67,43,59,13,Norway,Right
8743,66,77,21,170,65,4,3,1,58,66,64,69,49,49,53,70,61,67,63,61,66,55,79,65,61,49,46,54,68,55,52,12,Spain,Right
8744,66,70,25,175,67,3,4,1,63,61,61,69,62,58,45,58,47,66,68,64,71,65,67,67,61,70,49,66,62,41,65,11,Bolivia,Right
8745,66,72,22,175,70,3,3,1,64,56,65,67,60,60,61,53,48,69,62,63,70,66,68,64,52,72,53,66,66,60,64,12,Netherlands,Left
8746,66,69,26,187,81,5,3,1,57,64,67,65,53,68,64,62,54,71,62,56,61,66,57,67,62,67,71,65,68,62,66,14,Croatia,Right
8747,66,66,30,179,78,4,3,1,72,65,63,66,60,76,58,64,48,65,58,69,72,63,71,72,71,91,72,69,65,55,67,14,Austria,Right
8748,66,69,25,185,73,3,2,1,67,56,61,66,65,69,55,53,62,66,33,68,72,67,70,64,60,76,66,72,65,43,64,14,Belgium,Right
8749,66,66,29,188,81,3,2,1,68,65,59,64,41,71,46,66,64,63,61,66,65,64,62,65,73,68,76,64,66,63,65,15,Switzerland,Right
8750,66,66,27,183,70,3,3,1,86,64,51,66,24,63,53,67,58,54,56,90,73,65,60,65,70,74,68,36,55,58,64,7,Sudan,Right
8751,66,66,27,175,75,2,2,1,73,44,57,62,61,73,63,42,50,59,60,73,80,59,71,49,90,85,67,67,54,35,56,13,England,Left
8752,66,72,24,183,73,2,3,1,61,66,67,66,60,64,67,63,50,68,67,59,60,63,67,70,57,64,65,61,67,62,65,14,Republic of Ireland,Left
8753,66,66,33,189,83,3,2,1,61,36,41,43,65,71,40,40,65,52,18,50,54,64,69,40,71,43,83,74,31,49,70,14,Croatia,Right
8754,66,66,28,190,81,3,2,1,52,49,59,63,61,79,49,41,59,67,41,53,60,64,54,64,61,78,84,74,60,48,65,14,Brazil,Right
8755,66,80,20,179,72,4,3,1,65,62,68,66,59,65,66,61,50,71,67,66,70,63,81,67,55,67,64,66,66,56,69,10,England,Right
8756,66,66,31,180,70,3,2,1,61,38,57,61,66,69,53,32,62,63,43,54,68,66,66,57,74,67,69,72,54,54,62,11,Netherlands,Right
8757,66,66,28,177,74,3,2,1,69,56,61,66,61,72,50,55,42,66,54,71,70,64,71,59,76,79,68,70,62,67,65,13,Romania,Right
8758,66,69,24,183,78,3,2,1,78,38,48,62,64,70,63,30,64,57,39,79,68,59,63,45,80,64,74,66,30,45,54,9,Togo,Right
8759,66,67,26,173,65,3,3,1,62,63,67,71,54,59,71,60,53,67,68,64,78,62,82,73,62,72,56,51,66,38,66,9,United States,Right
8760,66,66,32,178,68,3,2,1,59,52,58,60,69,51,48,43,57,66,37,64,60,65,70,65,64,82,31,58,55,64,58,9,Bolivia,Right
8761,66,66,33,189,82,3,2,1,45,43,50,49,67,66,40,38,66,58,34,36,28,55,32,60,77,37,77,71,53,36,64,8,Tunisia,Right
8762,66,72,24,177,74,3,3,1,73,64,59,68,32,58,61,63,46,62,58,75,73,63,69,75,44,68,59,44,60,64,60,10,Angola,Left
8763,66,66,34,180,75,3,2,1,53,33,49,35,68,74,46,33,65,61,37,54,48,55,66,35,70,77,80,55,28,43,47,7,Paraguay,Left
8764,66,76,23,180,79,2,2,1,71,32,53,52,66,69,44,29,63,70,37,70,55,64,67,43,79,69,70,63,33,49,61,5,Spain,Left
8765,66,69,26,185,80,3,2,1,44,37,43,48,67,69,28,43,66,60,26,50,49,61,61,39,82,59,74,64,29,54,58,9,Switzerland,Right
8766,66,67,26,176,70,2,3,1,77,59,63,69,60,59,64,57,51,64,75,79,74,63,73,68,73,61,55,63,59,50,66,8,Turkey,Left
8767,66,67,27,181,82,2,2,1,66,29,48,53,67,72,60,22,66,56,40,67,55,60,52,46,74,68,79,58,31,46,48,14,Argentina,Left
8768,66,66,29,193,88,4,3,1,63,61,53,59,33,75,56,65,73,53,59,64,58,66,47,69,82,62,86,64,62,56,58,10,Switzerland,Right
8769,66,72,23,175,65,3,3,1,84,62,58,67,29,56,60,65,53,60,50,83,84,59,84,63,67,79,52,36,60,51,62,9,England,Right
8770,66,69,25,189,80,3,3,1,83,61,56,68,24,58,60,62,39,58,54,83,69,53,64,64,35,52,73,36,61,58,56,6,New Zealand,Left
8771,66,79,19,182,68,3,3,1,73,66,47,70,22,45,36,70,65,52,42,66,78,67,75,67,65,53,41,38,56,60,54,14,Spain,Right
8772,66,75,21,172,67,3,2,1,76,37,51,66,60,67,60,33,46,55,52,75,61,59,80,39,62,74,65,62,39,50,48,5,Brazil,Left
8773,66,77,20,182,72,2,3,1,70,57,63,69,56,59,54,59,55,69,59,69,70,64,66,57,58,60,58,60,66,47,65,11,Mali,Left
8774,66,66,29,186,75,3,2,1,69,65,62,65,36,67,66,65,67,65,58,68,68,68,63,68,81,82,64,53,61,57,58,8,Germany,Right
8775,66,75,22,178,77,3,2,1,85,57,58,68,31,57,65,58,37,58,58,87,80,55,70,58,50,62,54,59,62,53,60,15,Switzerland,Right
8776,66,73,22,180,66,2,2,1,66,58,64,59,66,60,62,58,55,68,69,64,69,58,72,60,67,64,59,58,59,47,49,9,Brazil,Left
8777,66,69,27,190,90,3,1,1,66,68,67,67,31,64,10,7,10,25,12,31,39,58,43,50,58,24,60,17,38,16,35,67,Ecuador,Left
8778,66,66,31,175,66,3,2,1,69,53,58,61,65,73,57,53,60,63,54,68,69,59,66,56,78,85,67,71,55,52,60,15,Scotland,Right
8779,66,66,29,178,76,3,3,1,72,63,57,66,39,70,53,64,65,65,52,66,71,69,70,58,67,65,77,57,62,54,55,8,Argentina,Right
8780,66,69,26,188,74,3,2,1,65,53,61,57,66,67,68,46,66,63,68,63,54,64,59,71,72,63,72,59,44,69,61,13,Belgium,Left
8781,66,68,28,185,76,3,2,1,68,39,52,60,67,69,53,31,65,58,35,69,65,64,69,52,73,69,69,70,51,39,68,6,Poland,Right
8782,66,71,24,168,75,3,3,1,73,57,64,70,56,50,53,55,37,68,59,76,92,62,91,60,64,83,34,47,67,56,61,9,England,Right
8783,66,68,26,189,86,4,2,1,68,64,50,60,29,69,42,66,64,63,53,67,65,65,49,65,77,70,80,36,45,56,62,15,Norway,Right
8784,66,66,36,180,70,4,2,1,38,57,70,62,58,68,69,58,46,71,73,32,63,66,64,57,80,75,63,70,70,47,67,2,Sweden,Right
8785,66,66,37,180,78,2,2,1,55,26,49,52,64,73,35,27,64,63,32,54,71,64,66,25,70,65,82,63,53,33,47,19,Colombia,Left
8786,66,66,30,174,69,4,3,1,66,62,62,69,62,76,60,60,57,66,46,66,83,66,86,70,84,84,72,72,66,46,68,11,Norway,Right
8787,66,73,22,170,65,3,3,1,76,51,61,68,58,66,65,51,41,62,54,77,77,63,84,54,75,82,55,69,61,48,63,6,Slovenia,Right
8788,66,66,27,178,77,3,3,1,90,57,60,64,45,63,65,54,58,64,61,88,68,60,73,68,75,67,63,54,57,59,63,12,Denmark,Right
8789,66,66,27,196,90,3,2,1,41,67,55,56,31,74,50,69,77,61,35,41,40,68,36,71,67,73,90,36,58,62,66,9,Netherlands,Right
8790,66,66,28,185,82,3,3,1,78,64,59,67,45,72,59,66,55,61,57,80,71,58,70,64,57,75,76,63,62,55,62,12,Sweden,Right
8791,66,72,23,183,77,2,2,1,71,41,59,56,64,71,61,35,60,63,58,70,66,63,72,60,77,74,73,60,52,42,63,7,Romania,Right
8792,66,66,32,183,79,3,2,1,53,29,47,55,63,75,30,24,65,60,25,51,49,72,59,44,75,66,80,75,47,36,64,8,Senegal,Right
8793,66,77,20,177,69,3,3,1,80,65,56,70,20,50,53,67,56,60,60,77,64,66,72,66,55,65,50,32,60,68,63,8,Cape Verde Islands,Right
8794,66,73,22,185,82,3,3,1,67,60,61,66,61,71,46,60,62,67,57,67,68,66,67,66,67,72,74,65,65,52,63,12,Netherlands,Right
8795,66,75,21,176,70,3,3,1,75,62,64,67,61,62,59,62,45,68,70,75,72,64,78,68,53,71,60,60,64,49,49,8,Argentina,Right
8796,66,77,21,180,67,3,2,1,70,41,54,60,63,60,56,45,55,68,35,71,56,64,62,28,60,72,56,55,41,55,48,8,Mexico,Left
8797,66,66,28,176,72,3,3,1,80,60,62,70,55,65,50,55,53,64,67,82,70,63,73,68,79,80,61,53,64,53,67,14,Argentina,Right
8798,66,71,26,177,63,3,2,1,59,44,61,60,65,63,52,43,62,69,44,63,57,64,76,57,56,60,62,70,58,57,50,10,Spain,Right
8799,66,66,29,191,81,4,3,1,79,62,61,66,35,63,64,62,56,63,58,77,69,62,49,64,33,73,72,33,64,57,57,7,Tunisia,Left
8800,66,66,33,175,64,4,3,1,66,60,64,66,64,65,66,54,57,64,72,64,75,64,77,71,73,70,62,64,66,60,64,12,United States,Right
8801,66,76,20,183,75,3,3,1,74,50,62,68,51,62,47,49,51,74,42,70,76,56,59,51,57,76,57,59,63,44,53,9,Italy,Right
8802,66,72,23,178,75,3,2,1,71,37,58,64,62,66,67,32,58,62,42,72,68,60,65,40,60,63,70,60,52,55,50,11,Côte d'Ivoire,Right
8803,66,70,24,185,91,3,2,1,70,65,54,64,37,77,53,66,61,57,55,73,67,64,67,68,78,77,84,60,56,63,62,9,England,Right
8804,66,71,23,191,75,3,2,1,68,55,58,65,62,72,42,48,59,68,45,69,74,62,49,68,66,76,74,62,56,52,63,9,Netherlands,Right
8805,66,75,22,182,72,3,3,1,67,61,64,67,57,66,57,61,51,67,60,68,74,66,69,65,62,77,65,58,65,56,64,14,England,Right
8806,66,75,23,185,74,3,2,1,82,25,35,39,65,76,22,22,66,50,23,82,60,63,60,38,79,76,82,62,20,35,49,14,Saudi Arabia,Right
8807,66,66,32,192,73,4,3,1,69,63,62,66,39,65,60,63,56,66,59,69,72,67,37,67,33,78,74,34,67,57,68,12,Sweden,Right
8808,66,66,30,180,70,4,3,1,73,64,63,69,47,56,67,63,62,61,62,74,81,64,78,64,45,64,61,34,63,65,65,8,Wales,Left
8809,66,75,23,188,78,3,2,1,76,64,60,67,27,66,66,65,54,59,65,75,73,52,62,65,64,72,70,48,65,56,56,8,Kosovo,Left
8810,66,76,21,180,68,2,2,1,70,41,64,63,62,69,57,37,55,66,65,74,62,59,65,49,68,83,65,63,66,60,64,8,Morocco,Right
8811,66,76,22,176,75,3,2,1,75,69,56,68,30,68,53,70,53,57,47,83,70,61,81,72,49,72,73,56,53,68,46,9,Uruguay,Right
8812,66,66,29,178,71,2,2,1,75,38,52,44,64,75,60,37,68,62,44,73,45,66,65,40,70,71,80,67,25,54,49,13,Brazil,Right
8813,66,66,31,185,78,4,3,1,71,65,58,66,31,64,58,66,62,57,60,67,79,64,50,65,64,61,70,55,63,68,55,11,Korea Republic,Left
8814,66,67,27,186,79,3,2,1,79,49,62,63,60,71,63,41,56,62,67,79,77,60,63,61,60,73,72,70,60,49,56,14,Georgia,Right
8815,66,71,26,195,85,2,2,1,44,32,44,50,67,70,27,28,69,59,36,33,60,47,34,41,56,48,84,64,36,36,60,8,Croatia,Right
8816,66,66,29,188,81,2,1,1,65,63,65,69,44,65,16,18,17,24,13,47,33,64,58,49,56,45,70,20,49,31,55,65,Poland,Right
8817,66,76,20,188,75,2,2,1,69,38,55,58,63,64,62,36,59,59,58,68,48,64,66,43,65,69,65,55,47,33,54,13,Republic of Ireland,Left
8818,66,66,31,191,85,3,2,1,53,44,56,51,64,78,51,40,69,60,41,53,53,63,73,51,75,73,84,71,58,40,65,14,Algeria,Right
8819,66,66,32,179,74,2,2,1,71,52,59,52,62,70,64,38,49,63,50,66,69,60,72,70,81,83,70,53,50,52,58,11,Romania,Left
8820,66,71,25,193,75,3,2,1,70,53,59,60,61,81,47,46,61,67,42,70,56,64,57,69,79,78,87,72,60,66,60,15,United States,Left
8821,66,76,21,175,74,3,3,1,75,67,57,66,29,66,37,70,56,66,51,76,70,66,76,62,73,72,68,52,64,65,63,9,Uruguay,Right
8822,66,73,24,193,98,2,3,1,77,65,59,61,47,82,61,59,61,61,58,65,50,58,47,84,76,75,89,73,56,42,55,10,Netherlands,Right
8823,66,66,30,190,84,4,1,1,68,62,65,67,35,68,12,6,13,26,14,33,28,59,23,49,42,27,70,28,38,17,28,65,Ukraine,Right
8824,66,71,24,188,79,3,2,1,72,51,58,61,65,70,54,45,66,64,45,70,67,61,61,64,71,67,74,64,55,47,54,7,Italy,Left
8825,66,72,25,185,83,2,1,1,67,62,64,67,33,66,22,17,23,28,19,34,24,58,37,48,32,28,26,19,25,22,46,64,France,Right
8826,66,66,34,190,94,4,1,1,69,65,63,66,31,67,13,10,15,30,13,31,36,54,34,47,43,33,62,26,38,19,25,63,Montenegro,Right
8827,66,79,20,187,64,2,3,1,59,62,62,64,63,46,48,62,45,69,50,64,68,61,56,62,67,58,42,38,65,59,54,7,Uruguay,Right
8828,66,77,22,178,88,3,2,1,79,44,57,62,61,71,62,42,52,60,46,76,72,61,72,58,71,70,75,64,53,36,54,10,United States,Right
8829,66,66,29,183,79,3,3,1,75,62,49,66,38,75,44,65,71,59,39,72,67,64,61,66,89,76,78,62,52,61,61,8,Senegal,Right
8830,66,69,26,175,70,3,2,1,69,59,62,62,65,76,49,56,49,67,59,72,71,61,68,68,79,88,71,73,65,41,64,10,Spain,Right
8831,66,67,25,184,67,4,3,1,77,66,57,67,36,63,58,66,62,60,59,76,79,65,72,68,75,68,65,51,62,68,65,15,England,Right
8832,66,66,29,183,70,4,3,1,80,59,60,65,54,68,64,60,64,63,55,81,81,63,53,57,59,71,70,59,59,54,64,9,China PR,Right
8833,66,66,31,191,87,2,1,1,67,62,65,68,26,65,12,11,15,33,12,26,25,58,28,49,52,30,77,30,40,15,45,65,North Macedonia,Right
8834,66,81,20,175,63,3,3,1,74,59,64,70,45,55,60,58,46,66,61,72,76,64,75,64,36,58,59,47,67,57,65,9,France,Left
8835,66,71,25,189,78,3,2,1,60,58,61,59,64,71,52,49,65,65,56,64,55,65,56,73,73,75,70,67,59,49,61,5,Romania,Right
8836,66,72,24,168,63,3,2,1,81,61,59,68,32,57,63,61,61,59,53,80,74,57,78,65,71,73,58,31,53,65,54,14,Chile,Right
8837,66,66,32,180,72,3,3,1,68,59,66,66,53,66,64,60,47,69,62,72,68,60,73,60,58,72,65,61,66,45,57,10,China PR,Left
8838,66,70,25,192,65,2,2,1,51,36,49,48,67,69,46,30,70,61,29,52,58,64,51,50,52,68,72,65,35,33,62,11,Austria,Left
8839,66,66,31,170,72,3,3,1,83,59,58,68,44,68,64,60,53,58,58,80,72,65,88,62,86,71,66,67,55,51,60,10,China PR,Right
8840,66,80,18,179,75,2,2,1,75,33,53,58,64,58,59,34,46,60,39,76,59,61,65,26,57,62,56,58,36,44,55,14,Portugal,Left
8841,66,74,23,195,85,2,2,1,57,41,53,58,65,78,40,36,62,64,29,50,37,60,33,59,53,70,87,70,55,36,62,6,Austria,Right
8842,66,66,35,191,85,2,2,1,40,33,48,46,65,73,41,26,67,58,26,34,36,63,55,57,73,53,85,68,42,50,57,7,Romania,Right
8843,66,67,25,180,75,2,3,1,82,58,59,67,45,59,61,53,42,61,67,79,79,63,75,64,64,76,56,45,59,64,58,14,Turkey,Right
8844,66,67,27,185,93,2,3,1,69,52,60,62,64,79,62,49,62,62,60,70,67,65,64,63,65,71,88,71,61,49,64,8,France,Right
8845,66,66,29,179,70,3,2,1,72,41,59,61,62,75,64,28,60,60,51,74,72,60,60,58,84,78,78,61,57,40,49,7,Saudi Arabia,Left
8846,66,71,23,185,80,3,2,1,87,56,58,68,27,66,60,59,52,63,42,85,82,56,78,65,48,53,74,66,56,52,58,11,Nigeria,Right
8847,66,66,29,186,73,3,2,1,51,50,62,61,63,68,57,46,62,66,58,52,60,64,58,60,60,76,68,58,61,41,68,8,Norway,Right
8848,66,72,24,183,82,2,2,1,71,40,57,62,65,67,60,43,66,64,37,69,65,62,64,43,71,58,71,69,49,32,52,11,Belgium,Right
8849,66,74,23,183,80,3,2,1,74,34,55,62,61,68,63,30,53,61,45,68,67,61,64,34,72,71,70,59,49,39,54,14,Germany,Left
8850,66,70,23,175,70,4,3,1,88,60,56,68,46,75,60,63,54,56,60,88,87,58,88,59,92,78,70,80,56,50,63,6,Norway,Left
8851,66,66,30,186,80,2,2,1,50,29,46,51,66,73,43,23,67,54,36,51,48,63,46,42,73,67,78,67,38,37,52,15,Cape Verde Islands,Right
8852,66,74,23,175,67,3,3,1,68,58,66,66,60,70,59,56,56,70,59,69,77,66,75,63,71,72,68,72,67,55,60,6,England,Right
8853,66,80,20,190,81,3,1,1,66,64,67,67,26,65,10,9,14,56,10,29,25,62,24,50,33,26,65,27,35,13,40,67,Ukraine,Right
